case_number,image_id,source,prompt,evaluation_seed
4275,385962,coco-30k,A toilet and bidet have toilet paper stacked between them.,79874
4276,240175,coco-30k,A white bath tub sitting next to a sink in a bathroom.,13057
4277,182450,coco-30k,A toilet sitting next to a white sink under a mirror.,78167
4278,303413,coco-30k,A woman standing in front of a bathroom mirror.,32027
4279,315491,coco-30k,A city street with a traffic light and street signs in front of a stone building.,97767
4280,117759,coco-30k,A woman is seen in the mirror drying her hair.,30371
4281,349689,coco-30k,about twenty people riding bicycles through a town area,58206
4282,416271,coco-30k,A jetliner sitting on top of an airport tarmac.,26940
4283,20307,coco-30k,A bicycle sitting beside a black door and steps.,92335
4284,326781,coco-30k,A white toilet and a sink in a room.,64105
4285,258382,coco-30k,a woman walking down the road while holding onto some bags and  an umbrella ,77068
4286,267300,coco-30k,a dog laying down licking food off of a plate,34258
4287,161720,coco-30k,The bathroom is in the middle of a renovation project.,9129
4288,55727,coco-30k,A bathroom with a white toilet next to a walk in shower.,46940
4289,37017,coco-30k,A large black dog sitting in a room.,21788
4290,541345,coco-30k,A kitchen with a stove top oven and blue walls.,38006
4291,522713,coco-30k, a bench sitting in the grass facing the water and boats ,49219
4292,223930,coco-30k,A motorcycle parked next to a few bicycles.,44855
4293,327769,coco-30k,A cat lying down in a sink in a bathroom.,41431
4294,218476,coco-30k,A man riding on the back of a blue motorcycle.,5249
4295,492362,coco-30k,A man on a skateboard riding by food vendors.,43037
4296,514915,coco-30k,A large black dog laying on a kitchen floor.,8698
4297,459680,coco-30k,"woman in long, light red dress with orange umbrella.",59403
4298,253036,coco-30k,A van driving down a street past tall buildings.,10121
4299,434511,coco-30k,A man sitting at a table using a laptop computer.,66036
4300,235964,coco-30k,A woman taking a selfie in front of a large mirror.,26228
4301,115370,coco-30k,A couple of bikers riding on top of motorcycles down a street.,59994
4302,465735,coco-30k,A large jetliner with a painting on the side of it's cabin.,96351
4303,384901,coco-30k,A white toilet in a bathroom next to a door.,52742
4304,226171,coco-30k,A computer monitor sitting above a computer keyboard.,33303
4305,348881,coco-30k,A large jetliner sitting on top of an airport runway.,99023
4306,436280,coco-30k,A british airways passenger jet in the sky.,34677
4307,72018,coco-30k,A picture of a room with a TV and a bathroom.,74612
4308,281317,coco-30k,A picture of a busy road at night ,44853
4309,413822,coco-30k,Man in period costume rides vintage motorcycle with German flag on back,29462
4310,175570,coco-30k,A bus turning a corner at an intersection.,30264
4311,101223,coco-30k,The view from the commercial airplane includes the wing and mountains and water. ,56068
4312,175331,coco-30k,There are people standing at the top of this building.,21024
4313,48791,coco-30k,A giraffe leans over a fence to eat from a happy woman's hand.,90190
4314,255158,coco-30k,The person is riding her bicycle down the road.,54883
4315,146659,coco-30k,A airplane flying high in the sky next to a set of white smoke lines. ,65497
4316,193015,coco-30k,A single banana is on a white table.,96536
4317,17207,coco-30k,A bus stuck in traffic on a busy highway.,82498
4318,319055,coco-30k,A woman is walking her dog across the street.,32000
4319,404785,coco-30k,a bathroom with a sink and a toilet in it,77498
4320,137578,coco-30k,Two toilets that are sitting on a tile floor.,3283
4321,119404,coco-30k,Two benches on a sidewalk in front of a urban street and some houses.,67566
4322,289949,coco-30k,Old cars and horse drawn carriage on a tropical city street.,66376
4323,197915,coco-30k,A bird that is sitting on a plate on a table.,2481
4324,575088,coco-30k,a man sitting on a bench looking a bit like forrest gump ,10679
4325,530836,coco-30k,A picture of a large kitchen with white cabinets and appliances.,62659
4326,267683,coco-30k,a woman in kitchen cooking chips in fry,57679
4327,208208,coco-30k,a view of mountains from the window of a jet airplane,85610
4328,179187,coco-30k,A sign posted on the side of a highway.,13430
4329,355575,coco-30k,the hands of a man crawling out of a toilet,97404
4330,2295,coco-30k,A cat peering into a wooden bowl which is sitting on a table.,48558
4331,298762,coco-30k,A man walking down a road with a horse and carriage coming at him.,57765
4332,267670,coco-30k,"A toilet, mirror and sink in a toilet",53350
4333,9772,coco-30k,A person is taking a picture of a hotel bathroom.,59126
4334,543528,coco-30k,A big plane flying low  on a cloudy sky,46382
4335,157155,coco-30k,The officer is riding a horse threw the streets. ,51289
4336,22420,coco-30k,A library or store is full of books.,77542
4337,522782,coco-30k,A triple screen computer set up on a desk next to a bed,84708
4338,162998,coco-30k,A foggy view of an airplane sitting in a yard.,29852
4339,423165,coco-30k,a barthroom with green walls and a  purple rug ,21104
4340,145746,coco-30k,A room that has a bed and a bathtub.,73764
4341,61602,coco-30k,Someone is holding the door open to a large industrial freezer.,72197
4342,29449,coco-30k,"A small bathroom has a toilet, sink, mirror, and a small trash can.",11835
4343,359638,coco-30k,The cat is looking out of the car window. ,89429
4344,520489,coco-30k,"An unusual Japanese bathroom with a toilet, urinal, and sink.",58671
4345,356920,coco-30k,A man holding an umbrella while walking down a street.,44238
4346,473153,coco-30k,a building with some trees surrounding it ,64120
4347,246425,coco-30k,Two airplanes flying through a blue sky with smoke pouring out of their rear ends.,37548
4348,302110,coco-30k,A cat laying on a rug next to a sliding glass door.,51807
4349,517600,coco-30k,Two toilets sit near each other in the same room.,72042
4350,98018,coco-30k,This is a picture of a kitchen in a poverty area of a town.,4566
4351,440878,coco-30k,A white toilet covered in feminine toilet coverings.,97039
4352,234938,coco-30k,A group of wooden benches sitting on top of a wooden deck.,40227
4353,534669,coco-30k,A large jetliner sitting on top of an airport tarmac.,8971
4354,151081,coco-30k,A man is plowing the field in preparation.,86587
4355,579277,coco-30k,A large store filled with lots of groceries and produce.,82744
4356,530054,coco-30k,A small bathroom with only a toliet and sink.,59561
4357,126941,coco-30k,A toilet room in the process of being renovated ,13895
4358,322429,coco-30k,A wooden shelf filled with lots of glass pots and plates.,63380
4359,546378,coco-30k,A gray cat laying on top of a wooden book shelf.,91788
4360,275441,coco-30k,A bike parked in the  middle of a sidewalk next to a street.,10951
4361,246963,coco-30k,A group of men riding on the back of motorcycles.,8556
4362,4678,coco-30k,a man walks a dog by some park benches ,54752
4363,168225,coco-30k,A picture of large glass door trimmed in white and a large beige structure beside it.,14381
4364,308974,coco-30k,A kite flying above in a crystal clear blue sky.,73299
4365,497568,coco-30k,A commercial plane being serviced by two people.,76432
4366,245450,coco-30k,A subway train with a row of orange and white seats.,3011
4367,150717,coco-30k,A group of air planes sitting on a runway.,38830
4368,482297,coco-30k,A very plain and dull bathroom that's in someone's house. ,49723
4369,437599,coco-30k,A silver spoon sitting on top of an unknown surface.,92688
4370,442480,coco-30k,A turboprop airplane that is in the hangar for repair. ,62782
4371,22671,coco-30k,A man on a motorcycle that is on a road that has grass fields on both sides and a stop sign.,98793
4372,502136,coco-30k,"A building wall and pair of doors that are open, along with vases of flowers on the outside of the building.",97868
4373,216861,coco-30k,a man on a bike that is walking dogs,27750
4374,326564,coco-30k,"a washroom with a toilet basin, sink, sanitizers and bath tub",94873
4375,341011,coco-30k,a bathroom with a toilet sitting next to a sink ,22726
4376,555298,coco-30k,"A dog sleeping between a book bag and a shredder, underneath a computer desk ",24556
4377,90387,coco-30k,a plane flys through the grey sky ,20826
4378,113559,coco-30k,A man drives fast in a motorcycle with kids in the sidecar,63599
4379,308276,coco-30k,A motorcycle parked on the side of a street.,29376
4380,499423,coco-30k,A very tall church tower with a clock on the side of it.,78999
4381,109900,coco-30k,A group of people who are standing outside by a plane and a car.,9215
4382,512421,coco-30k,A passenger jet that is flying in the sky.,86529
4383,48844,coco-30k,A group of people getting off an air plane.,33831
4384,38070,coco-30k,A white toilet sitting next to a trash can in a restroom.,23511
4385,471043,coco-30k,A restaurant kitchen with two giant menus sitting above the cooking area.,72305
4386,36761,coco-30k,A motorcycle parked in a courtyard in front of a small restaurant. ,43902
4387,517973,coco-30k,A white Volkswagon bug with a skateboard on the luggage rack.,75308
4388,360899,coco-30k,A row of parked motorcycles sitting next to a white double decker bus.,54441
4389,307989,coco-30k,A couple of kittens standing around metal bowls on a tray.,23453
4390,465418,coco-30k,A bus driving down a street in front of a cross walk.,41657
4391,202102,coco-30k,A person resting their head on a pillow next to an airplane window.,1891
4392,474119,coco-30k,A man sitting on a toilet whle talking on a phone.,98854
4393,214369,coco-30k,A man riding on the back of a motorcycle down a road.,39939
4394,42276,coco-30k,A toilet sitting in a room surrounded by personal items.,68964
4395,32284,coco-30k,A motorcycle parked behind a truck on a green field.,58932
4396,443259,coco-30k,A center island in a kitchen covered in a fan.,97096
4397,356299,coco-30k,A white sink in a bathroom under a mirror.,67882
4398,404479,coco-30k,A large jetliner sitting on top of an airport runway.,80416
4399,292171,coco-30k,A formation of airplanes flying through a cloudy blue sky.,25841
4400,504297,coco-30k,A hot dog sitting on top of a white paper in a  bun.,17650
4401,499198,coco-30k,A person holding a surfboard while standing in the ocean.,69417
4402,406253,coco-30k,A blue motor scooter parked in a parking lot.,30299
4403,210522,coco-30k,A group of friends standing next to each other at night.,32906
4404,80652,coco-30k,A kitchen with a wooden table next to a metallic refrigerator freezer.,45879
4405,537206,coco-30k,A man laying on the ground in front of a motorcycle.,42328
4406,104801,coco-30k,A living room filled with brown furniture and a flat screen TV..,20236
4407,196185,coco-30k,A jetliner taking off from an airport runway.,57996
4408,159740,coco-30k,A group of jets sitting on top of an airport runway.,13022
4409,5328,coco-30k,A white toilet sitting next to a white sink.,83960
4410,76942,coco-30k,a man standing by his bike with his hands on the seat,56108
4411,383282,coco-30k,A couple of zebra standing next to a giraffe.,86797
4412,580041,coco-30k,A city street filled with traffic and parking lights.,86036
4413,237723,coco-30k,A white bath tub sitting under a window next to a toilet.,19185
4414,490105,coco-30k,A cat sitting on a floor in front of a flat screen TV.,32173
4415,176778,coco-30k,A cat standing next to a white toilet near a bath tub.,83995
4416,301014,coco-30k,two cats sitting side by side eating out of a dish,84691
4417,195750,coco-30k,A woman in her underwear riding on top of a paddle boat.,90419
4418,98895,coco-30k,"A room with a toilet, a door and shoes in it. ",35483
4419,165818,coco-30k,A spiral of bananas sitting inside of a large bowl.,21450
4420,356263,coco-30k,Police motorcycles parked while police is gather together. ,31404
4421,575904,coco-30k,a man using a cross walk to cross a street,46517
4422,151141,coco-30k,A city with people on a fountain and in a grass field.,21824
4423,359140,coco-30k,a small toilet in a bathroom with tile walls,31519
4424,128392,coco-30k,A bathroom with a white toilet next to a shower.,48052
4425,399416,coco-30k,An airplane on a runway getting some work done.,33925
4426,96514,coco-30k,A small white bird standing on top of a pond of water.,39314
4427,561433,coco-30k,A man riding a motorcycle next to a red stop sign.,68117
4428,324492,coco-30k,A colorful clock tower sitting int he middle of a parking lot.,12011
4429,390583,coco-30k,A white toilet sitting next to a bathroom sink.,55798
4430,564404,coco-30k,A man who looks like two face with a creepy smirk on his face.,52945
4431,69750,coco-30k,A lot of wooden shelves filled with lots of clutter.,75730
4432,549399,coco-30k,A purple motorcycle parked in front of a red brick building.,60564
4433,505733,coco-30k,Ostriches and giraffes out in the grass ,98954
4434,381382,coco-30k,A partially eaten slice of cake with a spoon on a plate.,91838
4435,389168,coco-30k,A large living room has many items thrown around it.,1224
4436,227511,coco-30k,Several cars parked along the side of a street next to a street sign.,31107
4437,365444,coco-30k,A man riding a motorcycle with a helmet on. ,37413
4438,297353,coco-30k,A man standing on a purple bed playing an electric guitar,40184
4439,475389,coco-30k,A man sitting on a motor bike smiling with a friend close to him,12316
4440,272241,coco-30k,A cat sitting on the back of a Paso 750.,19535
4441,347982,coco-30k,AN OLD SCHOOL BIKE SITTING IN FRONT OF A CAFE ,63590
4442,490286,coco-30k,A pan full of food on top of a stove.,44014
4443,267175,coco-30k,A picture of someone's desk that has a lot of stuff on it.,20706
4444,527060,coco-30k,A woman holding a piece of chocolate cake at a table.,80300
4445,189424,coco-30k,A toilet and urinal side by side in a bathroom.,91320
4446,183709,coco-30k,Four people wait to cross the street at an intersection.,81350
4447,569016,coco-30k,A runway has many old-fashioned planes and helicopters. ,84075
4448,166532,coco-30k,A white bath tub sitting next to a bathroom sink.,19354
4449,82138,coco-30k,A merry go round with lots of colorful giraffe and other animals.,22194
4450,572784,coco-30k,A giraffe is looking at the camera with a smirk on it's face.,79218
4451,222118,coco-30k,A woman talking on a cell phone while holding luggage.,30122
4452,327857,coco-30k,a plane flying high above the earth ,60147
4453,276018,coco-30k,a bunch of kids walking through some grass,34929
4454,178028,coco-30k,A bathroom vanity sink with a large mirror and hairdryer on the wall.,55506
4455,437370,coco-30k,a large air plane is parked out on a grass field,55715
4456,268831,coco-30k,"A bathroom with blue walls, black and white checkered floor, toilet, urinal and bathtub.",46277
4457,325907,coco-30k,Adult woman taking self portrait using camera looking at mirror.,11916
4458,150508,coco-30k,A woman sitting on top of a bench while reading a book.,18734
4459,282711,coco-30k,A wooden table surrounded by two chairs near a kitchen counter.,74569
4460,127050,coco-30k,The tables at the restaurant are very crowded with people. ,92691
4461,347150,coco-30k,The mens bathroom has a urinal and a stall. ,79977
4462,161141,coco-30k,A red bicycle with a basket on front next to a train.,36123
4463,364145,coco-30k,A plane on a runway in an airport,56733
4464,251344,coco-30k,Cupcakes with white frosting and different colored star frosting decoration on each.,7863
4465,580027,coco-30k,"There is a tub, a sink, and a shower inside a bathroom.",40782
4466,150487,coco-30k,There is a motorcycle parked against a wall.,63120
4467,213935,coco-30k,"A pile of oranges, apples and pears next to each other.",64954
4468,490582,coco-30k,A man and a woman on a motorcycle in helmets.,82886
4469,22969,coco-30k,Giraffes in their wood and grass zoo enclosure,47026
4470,350874,coco-30k,A man on a motorbike with a side car.,67926
4471,445643,coco-30k,The back side of an airplane sitting on a runway. ,27102
4472,335539,coco-30k,A table and some chairs in a room.,19059
4473,110559,coco-30k,"A tiled bathroom containing a vanity sink, toilet and bathtub.",55526
4474,354202,coco-30k,A giraffe looking over the corral fence in his zoo habitat. ,88299
4475,510340,coco-30k,A red motorcycle is on the sidewalk in front of a business with ads on the windows.,4964
4476,205300,coco-30k,A person on a motor bike on a road.,29553
4477,338146,coco-30k,The kitchen has some of the best antique fixtures.,47923
4478,485628,coco-30k,"A store room holds sinks, bathtubs and toilets",57568
4479,489344,coco-30k,Cat on floor by toilet looking up to cat laying in sink,7958
4480,361964,coco-30k,A man is sitting on his motorcycle and ready to go. ,60140
4481,294350,coco-30k,A man preparing food in a restaurant kitchen.,4583
4482,322577,coco-30k,A wooden desk with a laptop computer and a desktop computer that are both open.,72198
4483,321885,coco-30k,A chair and table with two monitor screens,81693
4484,574769,coco-30k,A woman in a room with a cat.,37217
4485,147576,coco-30k,A couple of boats and car on a street.,25665
4486,536444,coco-30k,there is an air plane that is in the sky ,41546
4487,99908,coco-30k,A car stopped by three cows crossing a road.,20552
4488,33815,coco-30k,A motor bike on a road with people seated on the roadside,87289
4489,93604,coco-30k,A kitchen with granite counter tops and a large oven.,89548
4490,487222,coco-30k,there's and airplane in the sky flying over some trees,52936
4491,327314,coco-30k,A motorcycle sits on a sidewalk near a building,15106
4492,490638,coco-30k,People are at a stop light on a snowy street.,40446
4493,69494,coco-30k,A white toilet and towel in a room.,15286
4494,56736,coco-30k,A military air craft flies in the sky with landing gear down. ,45724
4495,234470,coco-30k,a big kitchen with an island and track lighting ,89414
4496,487059,coco-30k,a red motor bike is parked in the gravel ,32541
4497,534733,coco-30k,A chair and a couch in a room.,50999
4498,488385,coco-30k,The motorcycles are parked on the side of the building.,96768
4499,215353,coco-30k,Cute multi colored kitten sitting in woman's lap,87925
4500,326368,coco-30k,A person standing next to a couple of motor bikes.,87310
4501,7816,coco-30k,A person on a motor bike travels around a sharp corner.,29117
4502,192154,coco-30k,A person with a cell phone and a umbrella.,28854
4503,286524,coco-30k,Two pieces of fruit sitting on a plate beside a stack of books.,29507
4504,30942,coco-30k,Two unattended motorcycles parked somewhere near a red car.,27180
4505,512576,coco-30k,A table and some chairs in a room.,99664
4506,187791,coco-30k,A woman with a tie and a bag on the street.,11383
4507,20784,coco-30k,A airplane that is sitting on a runway.,31161
4508,217989,coco-30k,A kitchen with a center island next to a refrigerator freezer.,14251
4509,432309,coco-30k,A parked motor bike on the side of a the street.,83585
4510,265069,coco-30k,A guy on a motorcycle on a road.,88374
4511,272736,coco-30k,A plane flies high in the middle of a dark sky.,5527
4512,65001,coco-30k,A large group of motorcycles that are parked in a lot.,46188
4513,270096,coco-30k,A laptop and some computers on a desk.,14392
4514,332532,coco-30k,a bath room with two toilets and a sink,2748
4515,403255,coco-30k,A small white boat in the open water.,42338
4516,182903,coco-30k,Cat in a closet with baggage and misc.,86635
4517,229659,coco-30k,A laptop in a bright yellow coffee house.,73610
4518,52412,coco-30k,A jetliner wing flying over the top of a parking.,65874
4519,192047,coco-30k,A white sink in a corner underneath a small mirror and light.,42362
4520,128939,coco-30k,a car is stopped in the street for people to cross,77456
4521,196046,coco-30k,A group of people sitting on motor bikes on a street.,96301
4522,48910,coco-30k,a kitchen with a sink a shelf and a chair,5389
4523,7256,coco-30k,A group of people with a cell phone the side of a building.,60902
4524,57671,coco-30k,Two sun shaped mirrors are above bowl shaped sinks.,98039
4525,535506,coco-30k,She just finished chopping vegetables with the knife.,2332
4526,58816,coco-30k,a bath room with a toilet a stool and handle bars,32017
4527,436559,coco-30k,A motor bike parked behind a van in the grass.,64905
4528,147958,coco-30k,A person sitting on a wooden bench outside.,98961
4529,323564,coco-30k,A yellow ten speed bike parked on a bridge.,2056
4530,435519,coco-30k,a person on a motor bike driving in race ,50145
4531,45434,coco-30k,Cars parked at side of road in front of a building at dusk or night.,36792
4532,292156,coco-30k,A man handing another man something inside of a room.,89341
4533,246435,coco-30k,A cop riding on the back of a motorcycle next to another cop car.,66464
4534,184791,coco-30k,A painting of a table with fruit on top of it.,50561
4535,412019,coco-30k,A large airplane flying through a blue sky.,13801
4536,214720,coco-30k,A man sitting at a table in front of a plate of food.,41617
4537,557258,coco-30k,A white toilet sitting in a bathroom next to a tiled wall.,33462
4538,530915,coco-30k,An airplane sitting on top of a field next to a crowd of people.,82055
4539,267182,coco-30k,A painting of green apples next to a bunch of bananas.,34487
4540,143556,coco-30k,A group of bikers riding motorcycles across a bridge.,87300
4541,413339,coco-30k,A couple of yellow buses driving down a city street.,43296
4542,129001,coco-30k,A bath tub sitting next to a sink in a bathroom.,8140
4543,535588,coco-30k,A blue and yellow bus parked in front of a man with a  bike.,56865
4544,383445,coco-30k,A glazed donut hanging from a metal rod.,87012
4545,456732,coco-30k,A white toilet sitting under a window on an airplane.,52373
4546,332480,coco-30k,A kitchen with wooden floors surrounded by windows.,73110
4547,297374,coco-30k,A blue bike parked next to a tree in a planter.,51403
4548,172686,coco-30k,A table topped with oranges and a bowl of salad.,72862
4549,528098,coco-30k,A man wearing a straw hat and playing the guitar.,8496
4550,577640,coco-30k,A man riding on the back of an ATV.,84812
4551,34662,coco-30k,A couple of sheep sitting on top of a lush green grass covered hill.,95120
4552,524373,coco-30k,A giraffe standing next to a palm tree on a field.,12665
4553,369913,coco-30k,A woman holding shears in one hand a tile in the other.,9400
4554,356623,coco-30k,Some people riding some motorcycles through a rock tunnel.,76627
4555,538589,coco-30k,a modern bathroom with blue walls and a clear shower,51181
4556,427001,coco-30k,A very nice looking train by a plat form.,56709
4557,278512,coco-30k,A small white plane sitting on top of an airport runway.,82505
4558,550597,coco-30k,A white sink sitting next to a toilet near a tub.,13586
4559,579008,coco-30k,A very cute cat laying in a very small sink.,63958
4560,85247,coco-30k,Man sitting on toilet top holding hat and cigarette,51467
4561,126659,coco-30k,A couple of airplanes that are sitting on a runway.,53117
4562,234239,coco-30k,Motorcycle parked next to SUV in car garage,29544
4563,501294,coco-30k,A picture of people watching TV in the living room adjusted to imply motion.,82760
4564,2139,coco-30k,A bike leaning against an unmade and dirty bed.,23664
4565,463781,coco-30k,one airplane on a landing strip next to a green field,8781
4566,162362,coco-30k,A couple of people that are holding an umbrellas.,78002
4567,514018,coco-30k,A kitchen with two shiny counter tops next to a  wall mounted oven..,61498
4568,176034,coco-30k,Large wall with an antique finish window and an old clock above it.,65589
4569,67208,coco-30k,A man riding a motorcycle with a brown long horn bull behind him.,80843
4570,552901,coco-30k,The bathroom in the cabin needs to be remodeled.,21321
4571,184667,coco-30k,A statue standing over a traffic light next to a giant spider.,15659
4572,50896,coco-30k,A bowl filled with lots of oranges on a counter.,94306
4573,181542,coco-30k,A woman walking across a street near motorcycles.,48234
4574,122314,coco-30k,A city street with traffic at a stoplight ,2733
4575,102644,coco-30k,A white toilet sitting in a bathroom next to a shower.,74084
4576,104865,coco-30k,A bowl filled with food and a white spoon.,36355
4577,26609,coco-30k,A city street line with very tall buildings.,39574
4578,539226,coco-30k,a large plane is flying through the sky ,53470
4579,374448,coco-30k,View of dining room of restaurant with cone lights overhead,36789
4580,13882,coco-30k,A very cute looking black dog laying on the floor.,87147
4581,225546,coco-30k,a small bathroom with a mirror and sink,53178
4582,184994,coco-30k,The kitchen area is clean and ready for us to use.,78910
4583,349868,coco-30k,Two airplanes are parked on a grassy field.,68659
4584,341299,coco-30k,A group of people that are outside of an airplane.,49612
4585,142337,coco-30k,a bathroom with a sink and a toilet,83921
4586,96351,coco-30k,A blue and white VW bus driving down a street.,79528
4587,455343,coco-30k,A toilet in a bathroom next to a wall.,91631
4588,317715,coco-30k,A cat laying next to a bike with a large tire.,82329
4589,260238,coco-30k,A man driving a motorcycle down a street with a  woman on back of it.,1604
4590,443343,coco-30k,Two people are kissing as they sit on a bench.,35205
4591,352703,coco-30k,a lady that is cooking some food on the stove,19251
4592,421882,coco-30k,a little bathroom with just a toilet in it,34271
4593,381393,coco-30k,A bathroom counter lined with lots of metal sinks.,27900
4594,309862,coco-30k,Two people ride on a motorcycle on a street. ,48247
4595,42805,coco-30k,An empty street is lined with large umbrellas. ,49224
4596,195510,coco-30k,A busy street is full of cars and a bus. ,94383
4597,543178,coco-30k,A kitchen with a black stove top oven.,36269
4598,550722,coco-30k,A TV sitting on top of a wooden dresser.,62993
4599,281827,coco-30k,A large airplane flying over a city above a bird.,24091
4600,260925,coco-30k,A cat sitting on the hood of a car.,63599
4601,70815,coco-30k,a small dog is tied up to a bike outside,97235
4602,186589,coco-30k,Some very cute small dogs laying by each other.,42628
4603,296707,coco-30k,"A bathroom with a toilet, towel rack and a tub in it. ",60974
4604,134981,coco-30k,two people standing in a strong snow storm,15241
4605,161044,coco-30k,A couple of airplanes flying under a cloudy sky.,5733
4606,161567,coco-30k,A woman standing next to a man in a kitchen.,30057
4607,139969,coco-30k,Several people with bicycles on a sidewalk outside a restaurant.,9616
4608,311531,coco-30k,a large orange cat jumping into a bathroom sink,12724
4609,340934,coco-30k,"A bathroom with a toilet, cabinet, tub, shower curtain and a scale in it. ",4953
4610,520124,coco-30k,some people are standing together around some food,33046
4611,569705,coco-30k,A plane sitting on top of a dirt field next to another plane.,19972
4612,80304,coco-30k,A motorcycle parked on the side of a road.,27901
4613,575921,coco-30k,A man in a blue shirt talking on a phone.,71881
4614,61882,coco-30k,A white toilet sitting next to a bathroom sink.,72612
4615,462982,coco-30k,A white toilet in a bathroom next to a  sink.,2956
4616,243031,coco-30k,A yellow book bus driving down a street.,57552
4617,68059,coco-30k,some oranges are stacked up in a bowl,73273
4618,469793,coco-30k,A man preparing food inside of a kitchen with a  small bird on his shoulder like snow white while wearing a cheap chefs hat.,26900
4619,162495,coco-30k,Tall building with clock and spire behind white bricked building.,54064
4620,321107,coco-30k,A woman rides a bicycle on a road next to the median.,86037
4621,563185,coco-30k,a picture of a science fiction character in a bathroom,96353
4622,239048,coco-30k,a bunch of sheep are walking on the road,95098
4623,148591,coco-30k,some cups are sitting on top of a toilet,31016
4624,11347,coco-30k,An Aer Lingus plane touches down on an airport runway.,67774
4625,112517,coco-30k,A tall building with a clock on it near a cemetery. ,98275
4626,6818,coco-30k,a couple of buckets in a white room,37188
4627,148526,coco-30k,some people are riding motorcycles down the street,2344
4628,58851,coco-30k,The bench is empty at night in the park,99595
4629,17899,coco-30k,an old woman is in front of some food on a table,33640
4630,292060,coco-30k,"A white kitchen with stove, sink, and refrigerator.",49160
4631,531735,coco-30k,a couple of motorcycles are parked outside of a building,76066
4632,461805,coco-30k,a parked motor bike with a man standing next to it ,22652
4633,482719,coco-30k,The fruit is placed in a bowl out in the open to be eaten,43671
4634,27642,coco-30k,a bunch of motorcycles are parked on the street together,18193
4635,62839,coco-30k,The person is walking in the alley alone ,62258
4636,63619,coco-30k,The person is riding a bike on the road,65142
4637,471562,coco-30k,A picture of an airplane and a large tower at night.,57553
4638,73182,coco-30k,The people are riding motor cycles down the street.,19621
4639,252617,coco-30k,The cat is peeking out from inside the purse.,63646
4640,450581,coco-30k,The people on the motorcycles are racing on the track,44795
4641,341700,coco-30k,The mirror above a bathroom sink is shattered.,15377
4642,437947,coco-30k,The kitchen is clean and ready to be used,19082
4643,194420,coco-30k,The left side of a white dog sitting on a couch.,48087
4644,271666,coco-30k,There are two riders on motorcycles and mountains in the distance.,7296
4645,251062,coco-30k,The interior of a modern bathroom including glass shower and sinks,25692
4646,543006,coco-30k,a downward view of a small toilet in a room,29252
4647,350073,coco-30k,a couple of planes are out on a runway,46842
4648,333745,coco-30k,A woman with an umbrella is walking past a bus.,21231
4649,344758,coco-30k,A ceramic bowl full of a variety of fresh fruit,74079
4650,357819,coco-30k,Looking out a large glass window to activity on the tarmac at an airport,74778
4651,520273,coco-30k,a cloudy sky during a day with some overcast,63814
4652,388581,coco-30k,a public bathroom with a toilet and hand rail,58686
4653,243773,coco-30k,Many cleaning products are on the kitchen island.,27891
4654,21060,coco-30k,"The computer desk has a small pad of notes, and an mp3 player on it.",53143
4655,480793,coco-30k,The walls outside the small bathroom have a blue tint.,74743
4656,390017,coco-30k,a motorcycle is sitting off the side of the road,52582
4657,483108,coco-30k,A man on a bicycle riding next to a train,75425
4658,505132,coco-30k,Well decorated restroom with sink and chair for sitting.,4190
4659,460378,coco-30k,The kitchen counters are almost down with the remodel. ,79005
4660,10440,coco-30k,a helicopter is flying upwards in the sky,63380
4661,50493,coco-30k,a couple of people walking with their surfboards at the beach,81078
4662,413650,coco-30k,a black orange and white cat and some bricks,22154
4663,453481,coco-30k,A couple of people with some bikes on a street.,84019
4664,21046,coco-30k,A white toilet and some tools in a room.,5165
4665,299305,coco-30k,a toilet a toilet brush tiles and a door handle,88970
4666,438560,coco-30k,An old car sitting on top of a lush green field.,44620
4667,303056,coco-30k,Adult giraffe with young standing near wall and tree in enclosed area.,25264
4668,369997,coco-30k,A man riding a motorcycle across a lush green park.,57351
4669,386929,coco-30k,A kitchen with a tile floor and a metallic sink.,37698
4670,556012,coco-30k,A city street filled with lots of traffic at night.,30702
4671,575896,coco-30k,An airplane sitting on top of an airport runway.,65224
4672,272080,coco-30k,A very tall building with a clock mounted to it's side.,46248
4673,124803,coco-30k,A baby in a play chair in a living room.,44156
4674,573214,coco-30k,two people on a motorcycle a car and some buildings,2723
4675,482562,coco-30k,some brown cabinets a table light and refrigerator,64492
4676,94052,coco-30k,an oven and a small table in a home kitchen,81372
4677,28209,coco-30k,a white sink and cabinet in a home bathroom,69436
4678,269511,coco-30k,a small cat is sitting on a step by a door,84441
4679,570179,coco-30k,some monitors and different electronic boards and controllers,43364
4680,498758,coco-30k,A man riding on the back of a motorcycle down a street.,76100
4681,167544,coco-30k,An airplane from Jetairfly is soaring above the clouds.,15998
4682,58690,coco-30k,A boy playing a multicolored piano on the street.,39854
4683,125655,coco-30k,Several parked bikes sitting in the grass near a tree.,90342
4684,68814,coco-30k,A computer monitor sitting on top of a wooden table.,89989
4685,80367,coco-30k,"A white plate topped with meat, rice and veggies.",73151
4686,461588,coco-30k,A man riding a motorcycle across a sandy beach.,77112
4687,539423,coco-30k,a white counter a black oven a chair a light and a microwave,72603
4688,537395,coco-30k,a bunch of toilets that are next to each other,12549
4689,312803,coco-30k,a couple of men that are on some motor cycles,60579
4690,78627,coco-30k,A group of people standing outside of a bus.,24454
